fid,event_id,geom_ids,survey_dat,survey_d_1,agents,hosts,symptoms,survey_met,trigger_pr,trigger_se,trigger__1,trigger__2,country,silvicultu,sanitary_i,sanitary_1,sanitary_2,pattern_de,pattern_di,pattern_mo,pattern__1,severity_d,severity_1,severity_m,severity_2,is_affecte,dataset_co,SURVEYSTA
1097,20703,41923,2019-03-15,exact,"Bursaphelenchus minutus,Saprophytes (Engl.),Scolytinae - Tomicus",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-15
1098,20704,41924,2019-03-15,exact,"Aphelenchoides,Bursaphelenchus minutus,Cerambycidae,Neotylenchidae,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-03-15
1099,20705,41925,2019-03-15,exact,"Bursaphelenchus minutus,Cerambycidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-15
1100,20706,41926,2019-03-15,exact,"Bursaphelenchus minutus,Bursaphelenchus sexdentati,Cerambycidae,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-15
1101,20707,41927,2019-03-19,exact,"Aphelenchoides,Bursaphelenchus minutus,Bursaphelenchus teratospicularis,Saprophytes (Engl.),Scolytinae",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-19
1102,20708,41928,2019-03-19,exact,"Cerambycidae,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-19
1103,20709,41929,2019-03-19,exact,"Bursaphelenchus abietinus,Saprophytes (Engl.),Scolytinae",Abies alba,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-19
1104,20710,41930,2019-03-19,exact,"Bursaphelenchus abietinus,Bursaphelenchus minutus,Saprophytes (Engl.)",Abies alba,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-19
1105,20711,41931,2019-03-19,exact,"Laimaphelenchus,Saprophytes (Engl.)",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-19
1106,20712,41932,2019-03-19,exact,"Aphelenchoides,Bursaphelenchus minutus,Cerambycidae,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-19
1107,20713,41933,2019-03-19,exact,"Cerambycidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-19
1108,20714,41934,2019-03-19,exact,"Aphelenchoides,Bursaphelenchus minutus,Bursaphelenchus sexdentati,Cerambycidae,Saprophytes (Engl.),Scolytinae",Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-19
1109,20715,41935,2019-03-26,exact,"Bursaphelenchus minutus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-26
1110,20716,41936,2019-03-26,exact,"Aphelenchoides,Saprophytes (Engl.),Scolytinae",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-26
1111,20717,41937,2019-03-26,exact,"Bursaphelenchus minutus,Neotylenchidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-03-26
1112,20718,41938,2019-03-26,exact,"Aphelenchoides,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-03-26
1113,20719,41939,2019-03-26,exact,"Aphelenchoides,Bursaphelenchus minutus,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-03-26
1114,20720,41940,2019-03-26,exact,"Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-03-26
1115,20721,41941,2019-03-26,exact,"Bursaphelenchus sexdentati,Bursaphelenchus tusciae,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-03-26
1116,20722,41942,2019-03-26,exact,Saprophytes (Engl.),Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-03-26
1117,20723,41943,2019-03-26,exact,"Cerambycidae,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-03-26
1118,20724,41944,2019-03-26,exact,"Aphelenchoides,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-03-26
1119,20725,41945,2019-03-29,exact,"Aphelenchoides,Bursaphelenchus minutus,Cerambycidae,Lepidoptera,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-29
1120,20726,41946,2019-03-29,exact,"Laimaphelenchus,Saprophytes (Engl.)",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-29
1121,20727,41947,2019-03-29,exact,"Aphelenchoides,Cerambycidae,Lepidoptera,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-03-29
1122,20728,41948,2019-03-29,exact,"Laimaphelenchus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-29
1123,20729,41949,2019-03-29,exact,"Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-29
1124,20730,41950,2019-03-29,exact,"Bursaphelenchus minutus,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-03-29
1125,20731,41951,2019-03-29,exact,"Bursaphelenchus minutus,Laimaphelenchus,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-03-29
1126,20732,41952,2019-04-02,exact,"Aphelenchoides,Bursaphelenchus minutus,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-04-02
1127,20733,41953,2019-04-02,exact,"Bursaphelenchus minutus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-04-02
1128,20734,41954,2019-04-02,exact,"Aphelenchoides,Bursaphelenchus leoni,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-04-02
1129,20735,41955,2019-04-02,exact,"Bursaphelenchus sexdentati,Formicidae,Saprophytes (Engl.)",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-04-02
1130,20736,41956,2019-04-02,exact,"Bursaphelenchus minutus,Formicidae,Saprophytes (Engl.)",Pinus strobus,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-04-02
1131,20737,41957,2019-04-02,exact,"Bursaphelenchus minutus,Formicidae,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-04-02
1132,20738,41958,2019-04-02,exact,"Bursaphelenchus minutus,Bursaphelenchus teratospicularis,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-04-02
1133,20739,41959,2019-04-02,exact,"Formicidae,Laimaphelenchus,Neotylenchidae",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-04-02
1134,20740,41960,2019-04-02,exact,"Laimaphelenchus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-04-02
1135,20741,41961,2019-04-10,exact,"Laimaphelenchus,Neotylenchidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-04-10
1136,20742,41962,2019-04-11,exact,"Bursaphelenchus minutus,Cerambycidae,Curculionidae,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-04-11
1137,20743,41963,2019-04-11,exact,"Laimaphelenchus,Neotylenchidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-04-11
1138,20744,41964,2019-04-11,exact,"Bursaphelenchus ssp.,Cerambycidae,Laimaphelenchus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-04-11
1139,20745,41965,2019-04-11,exact,"Bursaphelenchus minutus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-04-11
1140,20746,41966,2019-04-11,exact,"Bursaphelenchus minutus,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-04-11
1141,20747,41967,2019-04-11,exact,"Bursaphelenchus minutus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-04-11
1142,20748,41968,2019-04-11,exact,"Bursaphelenchus minutus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-04-11
1143,20749,41969,2019-04-11,exact,"Aphelenchoides,Cerambycidae,Laimaphelenchus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-04-11
1144,20750,41970,2019-04-11,exact,"Aphelenchoides,Bursaphelenchus minutus,Cerambycidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-04-11
1145,20751,41971,2019-04-12,exact,"Aphelenchoides,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-04-12
1146,20752,41972,2019-04-12,exact,"Cerambycidae,Laimaphelenchus,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-04-12
1147,20753,41973,2019-04-12,exact,"Aphelenchoides,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-04-12
1148,20754,41974,2019-04-12,exact,"Aphelenchoides,Bursaphelenchus minutus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-04-12
1149,20755,41975,2019-05-13,exact,"Laimaphelenchus,Saprophytes (Engl.)",Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-13
1150,20756,41976,2019-05-14,exact,"Bursaphelenchus minutus,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-14
1151,20757,41977,2019-05-14,exact,"Bursaphelenchus teratospicularis,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-14
1152,20758,41978,2019-05-14,exact,"Bursaphelenchus tusciae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-14
1153,20759,41979,2019-05-14,exact,"Aphelenchoides,Formicidae,Laimaphelenchus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-14
1154,20760,41980,2019-05-14,exact,"Aphelenchoides,Laimaphelenchus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-14
1155,20761,41981,2019-05-14,exact,"Laimaphelenchus,Neotylenchidae,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-14
1156,20762,41982,2019-05-14,exact,"Aphelenchoides,Bursaphelenchus minutus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-14
1157,20763,41983,2019-05-15,exact,"Aphelenchoides,Bursaphelenchus minutus,Cerambycidae,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-15
1158,20764,41984,2019-05-15,exact,"Carabidae,Laimaphelenchus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-15
1159,20765,41985,2019-05-15,exact,"Bursaphelenchus minutus,Ips sexdentatus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-15
1160,20766,41986,2019-05-15,exact,"Aphelenchoides,Bursaphelenchus minutus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-15
1161,20767,41987,2019-05-15,exact,"Ips sexdentatus,Laimaphelenchus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-15
1162,20768,41988,2019-05-15,exact,Saprophytes (Engl.),Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-15
1163,20769,41989,2019-05-15,exact,"Bursaphelenchus minutus,Saprophytes (Engl.),Scolytinae",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-15
1164,20770,41990,2019-05-16,exact,"Cerambycidae,Saprophytes (Engl.),Scolotinae",Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-05-16
1165,20771,41991,2019-05-16,exact,"Bursaphelenchus teratospicularis,Cerambycidae,Laimaphelenchus,Lepidoptera,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-16
1166,20772,41992,2019-05-16,exact,"Bursaphelenchus minutus,Cerambycidae,Laimaphelenchus,Neotylenchidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-16
1167,20773,41993,2019-05-17,exact,"Cerambycidae,Neotylenchidae,Saprophytes (Engl.),Scolytinae",Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-17
1168,20774,41994,2019-05-17,exact,"Cerambycidae,Saprophytes (Engl.)",Pinus canariensis,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-17
1169,20775,41995,2019-05-17,exact,"Saprophytes (Engl.),Scolytinae",Pinus halepensis,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-17
1170,20776,41996,2019-05-17,exact,"Aphelenchoides,Bursaphelenchus minutus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-05-17
1171,20777,41997,2019-05-17,exact,"Aphelenchoides,Bursaphelenchus minutus,Cerambycidae,Laimaphelenchus,Neotylenchidae,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-17
1172,20778,41998,2019-05-17,exact,"Aphelenchoides,Bursaphelenchus minutus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-05-17
1173,20779,41999,2019-05-17,exact,"Bursaphelenchus minutus,Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-17
1174,20780,42000,2019-05-21,exact,Saprophytes (Engl.),Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-05-21
1175,20781,42001,2019-05-21,exact,"Bursaphelenchus minutus,Cerambycidae,Saprophytes (Engl.),Scolytinae",Abies alba,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-05-21
1176,20782,42002,2019-05-21,exact,"Bursaphelenchus minutus,Saprophytes (Engl.),Scolytinae",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-21
1177,20783,42003,2019-05-21,exact,"Bursaphelenchus abietinus,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Abies alba,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-05-21
1178,20784,42004,2019-05-27,exact,"Aphelenchoides,Cerambycidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-27
1179,20785,42005,2019-05-27,exact,"Aphelenchoides,Bursaphelenchus minutus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-27
1180,20786,42006,2019-05-27,exact,"Bursaphelenchus minutus,Saprophytes (Engl.)",Abies alba,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-27
1181,20787,42007,2019-05-27,exact,"Aphelenchoides,Bursaphelenchus minutus,Cerambycidae,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-27
1182,20788,42008,2019-05-27,exact,"Aphelenchoides,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-27
1183,20789,42009,2019-05-31,exact,"Aphelenchoides,Bursaphelenchus minutus,Neotylenchidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-31
1184,20790,42010,2019-05-31,exact,"Bursaphelenchus minutus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-05-31
1185,20791,42011,2019-05-31,exact,"Cerambycidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-05-31
1186,20792,42012,2019-05-31,exact,"Bursaphelenchus minutus,Cerambycidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-05-31
1187,20793,42013,2019-05-31,exact,"Aphelenchoides,Neotylenchidae,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-05-31
1188,20794,42014,2019-05-31,exact,"Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-05-31
1189,20795,42015,2019-06-13,exact,"Bursaphelenchus minutus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-06-13
1190,20796,42016,2019-06-13,exact,"Bursaphelenchus minutus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-06-13
1191,20797,42017,2019-06-13,exact,"Bursaphelenchus minutus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-06-13
1192,20798,42018,2019-06-13,exact,"Aphelenchoides,Saprophytes (Engl.),Scolytinae",Abies alba,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,2.0,,1,IT-001,2019-06-13
1193,20799,42019,2019-06-13,exact,"Aphelenchoides,Saprophytes (Engl.)",Abies alba,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-06-13
1194,20800,42020,2019-06-13,exact,Aphelenchoides,Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-06-13
1195,20801,42021,2019-06-13,exact,Saprophytes (Engl.),Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-06-13
1196,20802,42022,2019-06-18,exact,"Bursaphelenchus minutus,Saprophytes (Engl.)",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-06-18
1197,20803,42023,2019-06-18,exact,"Aphelenchoides,Laimaphelenchus",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-06-18
1198,20804,42024,2019-06-18,exact,"Aphelenchoides,Saprophytes (Engl.)",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-06-18
1199,20805,42025,2019-06-18,exact,"Aphelenchoides,Bursaphelenchus sexdentati,Saprophytes (Engl.),Scolytinae",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-06-18
1200,20806,42026,2019-06-18,exact,"Aphelenchoides,Saprophytes (Engl.)",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-06-18
1201,20807,42027,2019-06-18,exact,"Aphelenchoides,Saprophytes (Engl.)",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-06-18
1202,20808,42028,2019-06-18,exact,"Laimaphelenchus,Scolytinae",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-06-18
1203,20809,42029,2019-06-18,exact,"Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-06-18
1204,20810,42030,2019-06-27,exact,"Aphelenchoides,Bursaphelenchus minutus,Cerambycidae,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-06-27
1205,20811,42031,2019-09-12,exact,"Bursaphelenchus minutus,Laimaphelenchus,Saprophytes (Engl.)",Pseudotsuga menziesii,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-09-12
1206,20812,42032,2019-09-12,exact,Saprophytes (Engl.),Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-09-12
1207,20813,42033,2019-09-12,exact,"Laimaphelenchus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-09-12
1208,20814,42034,2019-09-12,exact,Saprophytes (Engl.),Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-09-12
1209,20815,42035,2019-09-12,exact,"Bursaphelenchus minutus,Cerambycidae,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-09-12
1210,20816,42036,2019-09-12,exact,"Bursaphelenchus minutus,Cerambycidae,Neotylenchidae,Saprophytes (Engl.),Scolytinae",Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-09-12
1211,20817,42037,2019-09-12,exact,"Aphelenchoides,Bursaphelenchus minutus,Saprophytes (Engl.),Scolytinae",Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-09-12
1212,20818,42038,2019-09-12,exact,"Aphelenchoides,Scolytinae",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-09-12
1213,20819,42039,2019-09-12,exact,"Aphelenchoides,Bursaphelenchus minutus,Saprophytes (Engl.)",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-09-12
1214,20820,42040,2019-10-11,exact,"Aphelenchoides,Cerambycidae,Scolytinae",Pinus pinea,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-10-11
1215,20821,42041,2019-10-11,exact,"Aphelenchoides,Bursaphelenchus minutus,Ips",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-10-11
1216,20822,42042,2019-10-11,exact,"Aphelenchoides,Laimaphelenchus",Pinus pinaster,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-10-11
1217,20823,42043,2019-10-14,exact,"Aphelenchoides,Saprophytes (Engl.)",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-10-14
1218,20824,42044,2019-10-14,exact,"Bursaphelenchus minutus,Cerambycidae,Laimaphelenchus,Saprophytes (Engl.),Scolytinae",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-10-14
1219,20825,42045,2019-10-15,exact,"Bursaphelenchus minutus,Laimaphelenchus",Pinus nigra,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-10-15
1220,20826,42046,2019-10-15,exact,"Aphelenchoides,Laimaphelenchus,Saprophytes (Engl.)",Abies alba,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-10-15
1221,20827,42047,2019-10-15,exact,Saprophytes (Engl.),Abies alba,Mortality,Field surveys,,,,,Italy,,,,,,,,,,,1.0,,1,IT-001,2019-10-15
